Tweet,created
Sept. 13 SBD Global: Sunderland (@SAFCofficial) signs deal with Tanzania; @CTH sues @Apple over EPL mobile apps. http://bddy.me/14PXI6Q,21-10-2017
I really wished that @Apple let you preorder the iPhone5s!! I don't want to what to the 20th!!! That's soooo far away ??,22-10-2017
Banned #iPhone 5C Promo @apple  http://youtu.be/dU0Q_Ahcb1s,16-10-2017
@RichP nope i do not get it @appledevcenter @apple,20-10-2017
So is it true the camera on your @apple #imac never turns off and is always watching you? #privacy,28-10-2017
oh i didn't realize it's only the 5c that's presale tomorrow. boo @apple,23-10-2017
"Say what you will about #Windows8, at least I can go to a @Microsoft store and get a hard copy of the OS. #WTF @apple?",23-10-2017
@apple mightttt be losing money,25-10-2017
"@antoneg thanks for including us in ""Why @Apple will disappoint businesses with #iPhone 5S fingerprint scanner"" http://ow.ly/oMTKB",18-10-2017
Hey @delta your iPhone app is messed up. Keeps showing notifications in lock screen even when disabled. @apple should look into this. #hack,25-10-2017
Y'all can have a finger print scanner but can't get y'all weather app to be accurate? This a joke? @Apple,21-10-2017
iPhone 5C = 5 cheap...  Plastic = not worth the money  Metal forever @Apple... Get it right!,22-10-2017
@LawSchoolSrat You see @apple ? This is your problem. Not ours.,28-10-2017
Apple 5C sells for $199 in the US.... But it's 40k in India???  @apple  how come it s cheap?? :/,17-10-2017
@Apple needs to address the battery life on the current phones instead of producing and pushing new ones! ??,18-10-2017
"@Google should buy $BBRY it would put a nail in @Microsoft coffin, KO @Apple. @Blackberry app issue would end and Google dominate enterprise",20-10-2017
"So, all the fingerprint information people accidentally stored in demo phones at @Apple stores are basically free4all? #keynote #iPhone5s",28-10-2017
iMessages won't send k @apple,18-10-2017
Dear @apple in iOS7 I miss a clear and obvious button. Red text isn't enough for my simple mind.,17-10-2017
Is anyone else irritated that @apple still hasn't figured out how to make #Flash work on their mobile devices??? #corporatebully,16-10-2017
Aaaaa....@Apple paa...wey stuff dis?? Same old stuff...Jx bright colors,20-10-2017
why is icloud taking 4 hours to upload 2 GB that is so stupid @apple they really need a twitter account,24-10-2017
new #iphone will make @apple drop as no innovation of their products and other smartphone will beat them as they are better and cheap,27-10-2017
I swear I wont buy any locked to developer phone anymore cc @apple @windowsphone,22-10-2017
@apple should of stuck to the traditional black and white classy look,25-10-2017
@Apple YH News Apple Shares Fall After iPhone Event: Apple Inc. shares tumbled a day after the company launche...  http://bit.ly/yh1pyu,18-10-2017
Smh RT @cemorecake718: RT @SWAGGA_L: THE WORST !  RT @Mati_uCurvegawd: Yooo @apple why my iPhone 5 battery so sus?,24-10-2017
".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtNy  Condescension, anyone?",26-10-2017
who in their right mind is going to pay this much for a PLASTIC iPhone @Apple - r u joking or what? pic.twitter.com/ILb1xRqikd,21-10-2017
#IchooseBlackBerry10 because syncing files with my PC is easier and I don't need an @Apple or iTunes,26-10-2017
"Why @apple hasn't created a 'leave' option for group messaging yet, I'm not so sure..",27-10-2017
"@Apple shares drop. Complacency will level the most powerful individuals, companies, corporations and empires. @Samsung and @Google next?",16-10-2017
@apple brat,26-10-2017
The way @nokia_uk just burned @apple,30-10-2017
RT @SWAGGA_L: THE WORST !  RT @Mati_uCurvegawd: Yooo @apple why my iPhone 5 battery so sus?,24-10-2017
"Hey @apple ,@nokia called, they want their colourful unibody polycarbonate design back  ^^ @windowsphone",29-10-2017
@samsung made a waterproof phone???in your ace @apple !,27-10-2017
My phone died at 10% excuse me @apple that's not how it works,27-10-2017
i just lost three weeks worth of social media posts because my WiFi likes to do it's own gotdarn thing. @Apple y'all need to fix this!,24-10-2017
"R u joking with this fake steve jobs, @apple??? We all miss him, but don't be crazy pic.twitter.com/pshFqMmnlt",16-10-2017
@apple @cheerios @extra give it a freakin rest!,27-10-2017
Phone broke @apple,24-10-2017
I think the iPhone5S fingerprint scanner idea was submitted to @apple support in 2005 and took this long to get through the support process!,29-10-2017
@apple why do i have to chose? you could just make it in one coulour... pic.twitter.com/fOcSb1FMQc,21-10-2017
@Apple shares plummet after pricey #iPhone5C fails to hit the spot in #China | @ITProPortal http://ow.ly/oORAI,27-10-2017
CEO of @CDP asks If @Apple refusing to divulge carbon emissions data because arch-rival Samsung is out-performing http://bit.ly/18Xc8Dk,17-10-2017
the video from @Microsoft how was making fun off @apple it's PRIVET  what the freak !!!!,22-10-2017
@Apple your getting further away from product offering simplification and heading to complexity - its what got you in trouble before!,27-10-2017
@apple @AppStore @appleinsider Why are canadians always paying more? 5c USA$99 Canada$599 ? ROFL #EDTECH #Apple pic.twitter.com/e6NVt28xKt,28-10-2017
Coining #fingergate: When your new @Apple iPhone 5s fingerprint reader fails & locks you out of your own phone.,18-10-2017
why wont my phone stay charged @apple,28-10-2017
@apple thanks for the email asking me to buy your extremely overpriced phones in Australia. No thanks though. #applerort,29-10-2017
@Apple can u make more sustainable chargers and headphones so I can stop buying more....but that's probably ur plan,17-10-2017
@ErtaySh Of course it will it just seems like @Apple is losing its touch to wow the tech crowd. Common man doesn't know any better yet,24-10-2017
So bogus for @Apple to release a high-end phone and then basically make it obsolete a year later...for the 2nd time!! pic.twitter.com/icb7cSR5jS,17-10-2017
"like you say, arrogance MT @joconfino: @Apple @Facebook @Amazon refuse 2 divulge carbon emissions data to CDP http://bit.ly/18Xc8Dk",20-10-2017
not too pleased with @apple allowing wallmart to discount their new phones. why give them anything,15-10-2017
"No @Apple, I want my album covers, not your pictures. Give 'em back. pic.twitter.com/yKAiIHu6YY",17-10-2017
@delilahevening @pickadilly7 Lame. Get on that @apple.,26-10-2017
I only have 12% battery and I feel like dying @apple,17-10-2017
#iPhone #5c Baixou um espirito de escola de Samba no pessoal da @Apple  Ficou Feio de doer :(,28-10-2017
@apple are trying to royally screw me over! Wait for 2 weeks when your warranty runs out to send your phone in to be fixed!,26-10-2017
I'm not impressed with the #iPhone5s or #iPhone5c. @Apple needs to innovate to survive. http://exm.nr/15TSUDJ  (via @examinercom),22-10-2017
"Consider Yourself Warned, @Apple, @TheRevAl  Wants Bite Out of You | http://shar.es/iZ8KJ   #Diversity or... simply #RaceBaiting?? #tcot",28-10-2017
"Agree! RT @joconfino: Nothing short of a disgrace @Apple @Facebook @Amazon refuse 2 divulge carbon emissions to CDP, http://bit.ly/18Xc8Dk",18-10-2017
Why was @apple hella secretive about the iphone 5s design? That jawn look the same as the old ish do.,20-10-2017
"Is it just me who found @Apple's #iPhone announcement massively underwhelming? OooOoooOOoo, colours.",30-10-2017
These @Apple jokers out here making golden iPhones but still making chargers outta playdoh,26-10-2017
@wsdot_traffic don't forget to steer clear of @apple.com for iPhone 5C preorders!  #fear,28-10-2017
On the 5S will Siri understand black people ? @apple,29-10-2017
Did @Apple deliberately lock the phone off button on old devices on purpose in anticipation of their fingerprint scanner 5S and 5C release?,18-10-2017
@2shaneez @Apple same omfg this is messed up,17-10-2017
where tf is ios7 @apple,24-10-2017
Article by @joconfino on @facebook @apple @amazon in minority of big biz failing to report to investors through @cdp http://bit.ly/14OQ6BD,25-10-2017
conspiracy theorist in me is saying that @apple adding fingerprint protection to the new iPhone is exactly what the NSA wants. #noprivacy,20-10-2017
Is @Apple refusing to divulge carbon emissions data because arch-rival Samsung is out-performing http://bit.ly/18Xc8Dk  #sustainability,27-10-2017
"Hey @apple, why TF won't my iPhone 5s recognize me?!??? pic.twitter.com/ageL53hCJh",29-10-2017
oh wow @apple.... you guys release info on the 5s and all of a sudden my phone dont wanna charge..... brats,22-10-2017
What?!?! Bouta finally cop lol RT @__BH__: I'm PISSED that Pages is now free @apple where is my refund for buying it! LOL,24-10-2017
"#iOS7 is actually a really big copy of #windows, STAY ORIGINAL @APPLE",27-10-2017
To be honest i think iphone5C looks bit tacky @apple #apple #iphone5c,22-10-2017
"Breaking News: @LeapMotion acquires @Apple Newton resale rights. Now selling two devices ""that are a huge disappointment""",18-10-2017
@Apple Thx fr the offer fr a new plastic #iphone but Hello Kitty makes n equally as impressive one. Besides you've made it all about Samsung,23-10-2017
so much for @apple #Iphone5c being the cheap version. #msm reporting it available at $99...preorder from apple store for $899 #dodgy,24-10-2017
RT @SWAGGA_L: THE WORST !  RT @Mati_uCurvegawd: Yooo @apple why my iPhone 5 battery so sus?,29-10-2017
Ios7 will have iMovie for free I want my 5 bucks back @apple,17-10-2017
"@apple #failed big time with their new iPhones. What happened to it being a ""budget"" phone?",23-10-2017
I'm PISSED that Pages is now free @apple where is my refund for buying it! LOL,29-10-2017
"@7evenStarz I'm not a fan boy, rather disappointed recently with @Apple but they are hardly stupid. They are successful for a reason.",29-10-2017
Why does @apple not provide detailed technical specifications of their new devices? When tear downs reveal the information anyways?,20-10-2017
iPad gone to the Apple Store in the sky ?? and tech support from @Apple Genius was no use at all #frustrated #FridayThe13th #iPad,24-10-2017
"I watch every @apple press conference waiting for ""one more thing.""  Probably never going to happen is it... #missSteve",16-10-2017
@apple wanna explain to me why my phone just reset to 2005?!?!?,24-10-2017
i set an alarm and it didn't wake me up @apple fix this,26-10-2017
"New #iphone is the same size and same price. Why would I get a new one for a fingerprint. Bybye @Apple, hello @Android",25-10-2017
@Apple: I expect to be reimbursed for all this time where I cannot download iOS 7 betas as a developer...,20-10-2017
Hey @apple your TV is quite annoying to have to put in a password for every video I want to watch. And yes I am the only one using it. #uggh,24-10-2017
stop updating phones every six months and instead make your chargers longer than 4 inches @apple,25-10-2017
It's really starting to piss me off. Hey @apple what's the deal with the iphone5 acting like a jerk?,22-10-2017
Stayed up really late to order the new @apple #iphone5s just to find out there are no preorders. #BITTER #NoInfoOnWebsite ??,29-10-2017
nothing new with iphone! @Apple http://goo.gl/iLVi5t,26-10-2017
@ELECTRAFOOD @emmma_hemmings @twitter @Apple they are so #done with you,22-10-2017
Please @apple get rid of that bird tweet text alert on iPhones. #itsfreakingannoying,22-10-2017
"@Apple does an incremental upgrade really require an ""event""?",21-10-2017
"@Apple definitely missed a trick with the iPhone 5C. Instead of something based on the iPod Nano, they brought out a plastic iPhone 5",15-10-2017
Shameful @apple @facebook @amazon @caterpillar for refusing to disclose #greenhousegas emissions through @CDP,19-10-2017
"Even automakers are innovating faster than @Apple, check out @Nissan's #smartwatch http://ow.ly/oPJZk  http://ow.ly/i/38HXX",22-10-2017
"?.@blogdiva A complete no-brainer. @Apple sucking-up in government hearings to ""get more certainty/no taxes"",w/ fingerprint database @OFA",21-10-2017
@Apple FIX THIS!,18-10-2017
"will not go away, wtf @apple. pic.twitter.com/fRVugeO5ad",16-10-2017
@wilcoxaj @tmcconnon @Apple you're both the iPhone of my life... Meaning you don't work when you should #fun,28-10-2017
@apple #iTunesFestival fail.  Good luck trying to watch #sireltonjohn video feed.  Wonderful audio but absolutely poor video.,20-10-2017
http://9gag.tv/v/1132   hahahahaha in your face @apple,25-10-2017
The freak? New iPhone. @apple hello? Help,16-10-2017
lmao well done @Apple.  now I'm absolutely sure u know EXACTLY what you're doing smh,20-10-2017
.@Apple uses Chinese labor and cheap materials to reduce price for iPhone 5C. Still won't cut profits to make it affordable in China. #irony,26-10-2017
@Punk240z @Apple It isn't achieving any more than a normal faster processor because it is hobbled by lack of ram to reap 64bit benefits,30-10-2017
"if @PhonebloksInc ever happen, I'm sorry but @apple and their @iphoneteam will be crying because they won't see the market again lol",27-10-2017
Emojis I'm mad we have b4 black ppl:????????????????????????? @apple try harder,30-10-2017
We submit our 40MB @ios app. @apple then tells us they have added enough stuff so it's 55MB and over the 3G dnld limit. WTF?,15-10-2017
My phone stopped working for a minute it powered itself down and wouldn't turn itself back on I almost had a heart attack omfg wtf @apple,19-10-2017
Trying to create hype like Nike #fail @apple,17-10-2017
ugh literally once a day my phone just spazzes and says 'no sim card' so i have to turn it completely off which takes forever @apple ihy,23-10-2017
@Punk240z I'm done with @Apple I'm really curious as to your opinion of the female condom,22-10-2017
"Hey @Apple, how about you invest some money in making better/stronger cords for my IPhone and whatnot?",20-10-2017
tbh i always love black or gold jesus fjaskdghdka hate you @apple,24-10-2017
in other news i have 1% battery again @apple sort this out,24-10-2017
"Apple No Longer Innovates, Says the Man Who Helped Steve Jobs Design the Mac http://bit.ly/181zl8g  @Apple",18-10-2017
ITUNES JUST UPDATED ITSELF AND LOST ALL OF THE MUSIC ON MY PHONE AND I CAN'T GET IT BACK IN MY LIBRARY THANKS @APPLE,25-10-2017
@Apple itunes why you make me push play 5 times to rent your movie?,23-10-2017
MY PHONE HAS BEEN FROZEN FOR AN HOUR IM REKALY OK @APPLE,15-10-2017
"I complain that @apple is ripping Australians off and INSTANTLY a scam tries to tell me I have won a new iphone. Oh internet, you so silly.",16-10-2017
What happend to @apple calling me within 24 hours?,18-10-2017
@apple got it wrong. We needed improved battery w/o sacrifice performance and #iphone5s delivers the opposite! Go figure.. good phone anyway,18-10-2017
"Really @apple? #emperorsnewclothes What a joke! You really dont know the meaning of ""variety"". #WP has you beat pic.twitter.com/d8hSGvuGhG",22-10-2017
Warning: Your New #iPhone Can Put Your #Identity At Risk  http://onforb.es/17Uvr33  via @forbes  #cybersecurity @apple #crime #fingerprint,15-10-2017
I thought they said the iPhone 5c would be cheaper the whole retail is $528 are you serious where is cheap in that price. @apple,23-10-2017
"@apple Seriously? Siri just rejected me. ""Sorry I cannot help you, please try again later"" maybe you need cloud services from IBM?",16-10-2017
@richellelittle @delilahevening @Apple seriously SKYPE has had it for years!,30-10-2017
If @Apple does not release a waterproof iPhone 5s within 6 months they will be shutting down their doors.  http://www.macobserver.com/tmo/death_knell,30-10-2017
So either the ppl i follow r very anti @Apple or the 5S/5C announcement didnt really impress too much no one is talking abt it 2 days later,18-10-2017
I wish @apple could figure out how an alarm works. If I delete an alarm that means I don't want it to go off. #IsThatSoHardToUnderstand,18-10-2017
This made my day! @apple #iPhone users can be pretty gullible (video) http://tinyurl.com/nhou46g,30-10-2017
Of course the day that they announce the new @apple iPhone my lock button randomly stops working. #iphone5problems,22-10-2017
The iPhone 5c looks SOOOO WELFARE @apple,21-10-2017
Ouch! Thieves cut off fingers to get fingerprints to access smart phones.  http://ind.pn/1eFW275     @apple,18-10-2017
"Lol @Apple They claim that their thumb print scan lock is genuine, first on a cellphone. Yet Nokia released a phone in 2011with same feature",19-10-2017
"This is what we waited for re: iPhone 5s? ""Where's the beef?""    Is it just the 64bit and upgraded camera and colors? I do expect more @apple.",26-10-2017
@gollmann @BiometricsTech @jeremiahg I will not purchase any device that asks for my fingerprint. @Apple,26-10-2017
@SkyHelpTeam 3yr old smartypants prone to moving my apps! why isn't there an app for that!? * glares @apple *,20-10-2017
@apple sir? Ma'am?... What the freak is this? pic.twitter.com/opcGnRZyrw,19-10-2017
@om it's the same phone as the 5 .. Did @Apple lay off there engineers? Gimmick finger print bullstuff. How bout a bigger screen ?,29-10-2017
@Apple @SamsungCamera @SamsungMobile  Samsung is the best...its better than I-phone with everything according to me!,28-10-2017
"Because @Apple has no idea how real people work, I have to erase my iphone & start over just for re-installing itunes after a new OS. #fun",19-10-2017
"Bc apple no longer impresses like it used to ""@lmkunert: @Apple stock still on the decline after yesterday's iPhone Event. Not a good sign.""",29-10-2017
i want ios7 freak can it come out already im getting real tired of waiting @apple,15-10-2017
freaking heck @apple pic.twitter.com/Bn0cFCS1cx,19-10-2017
lol someone @apple is asleep at the wheel,22-10-2017
iPhone battery was on 86% at 1am last night.. 53% when I woke up.. 20% an hour ago.. Now its on 2%. Cheers @Apple #Crapple,27-10-2017
"Hey @Apple, the only time I ever got fingerprinted, I spent the night in jail. No freaking thank you.",25-10-2017
My pictures aren't loading @twitter @apple fix yo stuff niqqa,28-10-2017
"Okay so @apple apparently is making the  new iPhone which the EXACT SAME THING as the old iPhone but now it has colour, I'm going to murder",30-10-2017
@Apple @timcook Where is the freaking Chaban Delmas bridge Mr Cook ?!!!!! #maps pic.twitter.com/RkO36pYt9v,19-10-2017
"HOW DO YOU SLEEP AT NIGHT, @APPLE?! (DOES APPLE EVEN HAVE A freakING TWITTER???!)",25-10-2017
why has it been 24 hours since i started restoring from icloud and my apps still arent downloaded??? @apple #darnyouiphone,19-10-2017
.@tmcconnon You're the @Apple of my eye. Meaning you're a piece of crap.,26-10-2017
Just spent a painful 20 minutes on the phone to iTunes support. Life's too short for this @apple.,29-10-2017
"@apple if you make products that break, shouldn't the case be free? #plannedobsolescence",22-10-2017
Two things I have an issue with @apple are:  iPhone memory is $100 more for 16gbs. Too $$$  Also iPad n iPad mini price way too high,26-10-2017
"iOS 7 makes it 300% harder to change your wallpaper. Considering this is all the customization #iPhone users get, @Apple has some work to do",19-10-2017
"Shame on you @Apple @facebook, @amazon @TWC @comcast, @CaterpillarInc @General Dynamics @GileadSciences http://bit.ly/18Xc8Dk",16-10-2017
"sorry @apple, without @stevejobs, you're just another company run by businessmen",19-10-2017
@Apple When iOS 7 makes it look like an iPhone has a more vulgar samssung why continue to want an iPhone?,17-10-2017
Dear @Apple - I'm a little peeved at y'all not doing 5C pre-orders. I ain't standing in no darn line to get it next Friday. freak that.,25-10-2017
I don't understand why I am not eligible for an upgrade @apple :-(((((((((,24-10-2017
I don't like #iOS7 they're changing the look of everything @apple,19-10-2017
@nimbuzz you forgot #expensive #appleTax $740 16GB in Australia. Thanks a bunch @apple,24-10-2017
@7evenStarz @Apple since your statement about the phone is technically flawed. The comparison to the female condom is rather a mute point.,27-10-2017
@riveraoor good ol terrible @apple,30-10-2017
"So, guess I can't have Tweetdeck on iPad. It's annoying how @apple marketing politics can cause lapses in iPad's usefulness #wishihadandroid",15-10-2017
Disappointed with @Apple,21-10-2017
"@Microsoft pulled the @WindowsPhone ad ""A fly on the wall in Cupertino?"" which was AWESOME. It nailed how poorly @Apple thinks of it's fans.",28-10-2017
so @Apple Has the #iPhone 5C And the #iPhone 5S the freak what's the difference like really come On,21-10-2017
Why Can't You Make Better Chargers @Apple ?!,17-10-2017
@Apple I hate when they put out a new iPhone because then my iPhone feels old,26-10-2017
Android is better.   @apple,29-10-2017
U gettin the 5s? RT @AlShepMH: Yooo @apple freak is my update @,30-10-2017
"@nokia releases 4 amazing smartphones within a year, no one cares. @apple changes the color of a phone, everyone's ecstatic.. #fanboys",19-10-2017
Lol yes @apple the iPhone 5s is ugly,15-10-2017
Yo @apple get your stuff together my iMessage is trippin again,24-10-2017
"Dear @Apple,     The 5s headphones better not suck like these regular 5 headphones, Steve is turning over in his grave.    Thanks,  Diego ??",23-10-2017
"@Apple says #iPhone5S fingerprints secure because ""apps can't access other apps"" - this lawsuit would be to differ - http://bit.ly/15V6twt",23-10-2017
"An @apple fail today, Catherine dropped her phone & broke the screen, went to store to replace said we had to have an appointment #wtf",18-10-2017
Yooo @apple why my iPhone 5 battery so sus?,15-10-2017
I hope the 5s battery life is better than the 5 because the day isn't even half over and my batteries dead... @apple,24-10-2017
Think I've decided this may be my last iPhone. @apple fix your stuffty digitizers.,22-10-2017
But @Apple looks like it teaming up with the US government cause these new features are too personal,27-10-2017
That was so rude @apple,22-10-2017
Anyone else as sad as I am about @Apple pulling their Cards app?,24-10-2017
@apple not really liking iOS7s calendar. Don't like the view when you click on a day with an event.,30-10-2017
@Apple Missed the Best Use for a Fingerprint Scanner http://zite.to/181fvIc,18-10-2017
"@apple, thank you so much for making all the iphone screens easily breakable glass. Smart way to rob us of our money even more...",29-10-2017
"Apple earphones made my ears swollen, smh I hope you're happy bc satan is judging u @apple",20-10-2017
@apple ill buy an iphone again when they make the warranty 2 years - the length of the plan # crap products,28-10-2017
@apple stop making new iphones every year and updating the software every year. #itsannoying,18-10-2017
@Apple - what happened to your famous #customer support?  GUess that's gone  too.  Your people misled me in so many ways... SAD,16-10-2017
iPhone 5C was supposed to be cheap but it's the same price as other iPhones. You disappoint me @Apple,25-10-2017
The current #iTunes interface is a mess! I can't use this convolution! @Apple,28-10-2017
This will be the 5th charger I have to buy @apple smmfh,28-10-2017
"@apple why the freak can one still not delete content from the ""recently added"" menu in itunes?",22-10-2017
"@Apple why 5c? for a cheap phone, the price is too high to entertain - Offer only 5s with more color offerings...  Stick to simple!",26-10-2017
Now you know Steve can't answer u back RT @ouukillem: My phones acting wtf is your problem @Apple @SteveJobs,29-10-2017
"@Apple you are pissing me off on this glorious Friday. Not cool dude, not cool.",18-10-2017
Pandora > itunes radio @apple,21-10-2017
"Shame on you, @Apple, @Facebook and @Amazon, says @jocofino about #climate http://gu.com/p/3tyep/tw",20-10-2017
@Apple When iOS 7 makes it look like an iPhone has a more vulgar samssung why continue to buy an iPhone?,27-10-2017
"Dear @Apple, your weather app needs to do better. Be better than The Gap.",30-10-2017
WTF @APPLE my iPHONE 5 isn't vibrating at all!! Fix this stuff bruh,15-10-2017
@apple You'd think they had #lawyers that would think of problems like this beforehand. #iPhone #firstworldproblems http://www.wired.com/opinion/2013/09/the-unexpected-result-of-fingerprint-authentication-that-you-cant-take-the-fifth/?mbid=social11837204 ,18-10-2017
"Don't understand @apple big deal. Kid just got ipad for school. iTunes & Apple Store suck. Slow, unusable, strange errors, account problems",16-10-2017
"Is it just my imagination or is @Apple trying to get $600 out of me EVERY SINGLE YEAR!! Get it right the first time, please!",26-10-2017
@Apple don't care how many times #iTunes asks I'm still not updating it #goaway,23-10-2017
@Apple When iOS 7 resembles more a vulgar samssung why continue to want an iPhone?,19-10-2017
@TactusTherapy that is unfortunate... It seems like a huge step backwards for @apple to take.,27-10-2017
@Punk240z I just hate @Apple not the phone. You ignored your obligation to defend the female condom,20-10-2017
"Downloaded @FlightRadar24 having seen it looking amazing on Android. Oh, ipad version uses @Apple's stuffty, undetailed maps. #WasteOfTime",21-10-2017
Dont protest @Google @Apple by marching in the streets. That achieves nothing. Hit them where it hurts their wallets. Boycott them #NSA,21-10-2017
"Apple is no longer an innovative company, says the man who helped Steve Jobs design the Mac @apple http://flip.it/RuY1K  #applebashing",29-10-2017
"@Apple: Apple Store North Scottsdail Road, Scottsdale AZ has the worst customer care I've ever seen in my life!",25-10-2017
This is stupid! You can only pre-order the 5c tomorrow? And pick up 5s in store the 20th? I don't wanna deal with stupid lines @apple #apple,28-10-2017
"@Apple Underwhelms in #China, Too -- New iPhones? In China, the reaction is 'meh'... http://add.vc/cC5",29-10-2017
"Every app on my phone effing up, u not slick @apple I'm not getting a 5s",16-10-2017
"By the way @Apple, don't expect to break the Android hold on the Asian market with that ridiculously overpriced phone any time soon.",23-10-2017
@apple has lost focus of the consumer and has turned to making #cheap devices to turn a profit. #shame #myEyesOnLumia,16-10-2017
Hey @apple enough with the freaking two tone iPhones.,23-10-2017
@piriyankaa @Apple Y U SO NASTY,21-10-2017
Lmfao that's freaked up ; @apple making us stand in line for the #5s :/,25-10-2017
apple takes so long to support. darn you @Apple,19-10-2017
"Look @apple , don't send me no emails about ya new gay butt phones.",25-10-2017
I dunno how these @Apple execs keep straight faces while admitting they're fooling you in exchange for the bare minimum..,19-10-2017
"Amazing with all the technology they have, and the amount of money they charge, @apple still can't make a laptop that doesn't overheat. #FOH",23-10-2017
"@Apple the mistakes, missteps your doing now - I thought you would've learned from past failures.",16-10-2017
Dear @apple I'm mad at you!,28-10-2017
A 64 bit phone with less than 4 gigs of ram has just about as much utility as a female condom.  #iphone #crapple @apple,22-10-2017
@apple please fix your chargers ok thx bye,26-10-2017
"I think @apple have lost the plot with the 5c, it's made out of plastic for Christ sake. Nobody will buy it, and if they do, they're mad",28-10-2017
"I'm not sure if the C in @Apple's new iPhone 5c stands for cheap or China. Either way, at $549, it is certainly not cheap.",16-10-2017
"@Blackberry #IChooseBlackberry10 best keyboard, swiftest multitasking, and no NSA backdoor. @apple and @google can suck my data trail.",22-10-2017
"Androids better anyway. ""@ouukillem: Get ya stuff together or i'm switching to android @Apple""",20-10-2017
"@JoshAnderson09 @Apple no, you won't be HIP. and that's WORSE THAN DYING",21-10-2017
@Apple does not care about their customers.,17-10-2017
@Apple definitely gone give the #NSA ur #fingerprints be a fool if u want too.,30-10-2017
@Apple you just missed the 'Black' one - so when you are copying that too ? @Nokia ;D http://sdrv.ms/161BQVl,21-10-2017
My iphones wifi network hasnt worked for nearly a week..I hope @apple can fix it or im switching. #theregoesallmydatausage #pissedout,22-10-2017
A teaser trailer of @apple 2013 macbook pro. freak you!!!,26-10-2017
@twitter @apple @mac WHY ARENT PICTURES LOADING FIX UR stuff,20-10-2017
@7evenStarz @Apple I think the iPhone 5s is a joke. But your statements are misleading.  You're blinded by your hatred of a stupid phone.,24-10-2017
"I used 30% of my battery texting. @apple give the next iPhone a better battery, this one sucks.",18-10-2017
@extrodilarry @Apple freakONG YEAH APPLE WTF,25-10-2017
@ughnarrybye I SHOULD O && IMESSAGE IS BEING A BUTTHOLE AS USUALLY @apple get your stuff together please,28-10-2017
@DeltaAssist *EP it gets worse. The notification remains even after the app is removed. Totally invasive. @apple,15-10-2017
You guys at @apple have me F**** if you think your going to catch me slipping with that fingerprint ish,27-10-2017
@apple Steve jobs didn't die for you to freak up my phone and not let me see nudes on twitter.,28-10-2017
Decided! I'll never buy an Iphone. @apple,17-10-2017
"Nothing short of a disgrace @Apple @Facebook @Amazon refuse 2 divulge carbon emissions data to global NGO CDP, http://bit.ly/18Xc8Dk",28-10-2017
freak y'all for creating iTunes @Apple,27-10-2017
"Wife's ""i4"" used to last 3-4 days on a ""#fullcharge"" before OS update now full charge only last 24 hrs - shame on you @Apple!!! Pls Retweet!",19-10-2017
iTunes doesn't sell Simple and Clean. What the freak did I ever do to you @apple??,28-10-2017
THE WORST !  RT @Mati_uCurvegawd: Yooo @apple why my iPhone 5 battery so sus?,16-10-2017
over 500 pictures deleted and I still have /only/ one goddarn GB wtf @apple,28-10-2017
freak @apple I knew y'all had Siri undercover.,20-10-2017
Disappointing RT @joconfino: Nothing short of a disgrace @Apple @facebook @amazon refuse 2 divulge CO2 http://bit.ly/18Xc8Dk  cc @CDProject,22-10-2017
"I hate my phone. It's slow, freezes and it's not up to date with today, I feel. @apple & @sprint would rather charge us hundreds to upgrade",19-10-2017
STILL WONT CHARGE DAFUQ @apple,29-10-2017
I'm sick of screen shots. Y'all freaked up the game @Apple,29-10-2017
Fix iMessage got darnit!!! @Apple,29-10-2017
I really hate it that @Apple switched to @IntelCPU...that really sucks ant balls. I might as well just buy a Windows machine now.,28-10-2017
"#TaxAvoidance and now not disclosing Carbon footprint? Shame on you, @Apple, @Facebook and @Amazon http://gu.com/p/3tyep/tw  via @guardian",18-10-2017
@apple since steve jobs died u suck nerds WTF IS THE IPHONE 5/5C/S switching to @SamsungMobile,29-10-2017
SO disappointed in @Apple  Sold me a Macbook Air that WONT run my apps. SO I have to drive hours to return it. They wont let me ship it.,25-10-2017
figure out your stuff @Apple,23-10-2017
"Dear @apple killing the Cards app? Really upset. Ease, fun, speed--and you killed it? #notcool #deepfail",15-10-2017
Not sure if its @verizonwireless signal or @apple iPhone but I am done with this lack of signal bullstuff!,29-10-2017
stop making new iPhones and improve the darn chargers come on man! @apple,27-10-2017
"Nothing short of a disgrace @Apple @facebook @amazon refuse 2 divulge carbon emissions data to global NGO CDP, http://bit.ly/18Xc8Dk",24-10-2017
Yooo @apple freak is my update @,23-10-2017
Twitter and snapchat works but my iMessage always freaks up. What the freak @apple,18-10-2017
Why is my phone so freaked up none of my pictures will load and my apps won't update and I can't get texts???? What the heck @apple,17-10-2017
@Apple. Safari isn't that great. Stop making me use it to watch your freaking keynote!!!,18-10-2017
@apple freak YOU AND YOU STUPID butt CHARGERS  I HATE YOU ! WHY ARE THEY ALWAYS HAVING SHORTAGES LIKE WTF,21-10-2017
iphone 5s and 5c are so freaking boring @apple u spent a year making the fingerprint? :/,27-10-2017
This is literally my 5th charger to break freak you @apple,28-10-2017
scum @apple,18-10-2017
@apple IM NOT KIDDING WHY THE freak CANT I USE ITALICS ON AN IPHONE FOH!!,24-10-2017
